model,H,condition,story,l2_norm_median,participation_ratio,evr_at_100
pythia,8,normal,souls,24.203861249513622,3.3642281550737265,0.9463078059743664
pythia,8,normal,stagefright,23.907129504347207,4.059993776375978,0.9519242268256735
pythia,8,normal,stumblinginthedark,23.97586730597543,3.9215378368146876,0.9255901622460678
pythia,8,normal,superheroesjustforeachother,23.939059518236952,2.978519664396524,0.9552642298727746
pythia,8,normal,sweetaspie,23.931153463606385,2.233995915581965,0.997403712914078
pythia,8,normal,swimmingwithastronauts,24.023933661338162,3.282842119449906,0.9450573557202396
pythia,8,normal,thatthingonmyarm,24.02691381941756,3.965928333655417,0.9349264551435972
pythia,8,normal,theadvancedbeginner,23.997421537754626,2.715419757500909,0.9615539061421208
pythia,8,normal,theclosetthatateeverything,24.0395782121771,3.568942247836058,0.9503491211198463
pythia,8,normal,thecurse,23.78603489777077,2.762597136079584,0.9516699650918724
pythia,8,normal,thefreedomridersandme,23.949713696724576,4.070837778021676,0.9487468638524329
pythia,8,normal,theinterview,23.952438324157903,2.6362125440347786,0.9812392414259775
pythia,8,normal,thepostmanalwayscalls,24.16678985546386,3.3207517578079004,0.9444734439923846
pythia,8,normal,theshower,24.021447011457084,3.8631230276833004,0.9393263112645166
pythia,8,normal,thetiniestbouquet,23.785484633638657,2.4122117043805127,0.9893527976788211
pythia,8,normal,thetriangleshirtwaistconnection,23.893404405456586,3.7080734852379487,0.9728068110838446
pythia,8,normal,threemonths,23.92705655185297,3.055400342522814,0.9562383420398631
pythia,8,normal,thumbsup,23.98939118326426,6.239028684393045,0.9152578085843168
pythia,8,normal,tildeath,24.034685367877312,3.3506522978633626,0.9518868508181122
pythia,8,normal,treasureisland,23.998922703095737,3.1010952341568214,0.9496177613634557
pythia,8,normal,undertheinfluence,23.881703006915714,3.1590561447876384,0.9562124505591335
pythia,8,normal,vixenandtheussr,23.915573417934297,4.6360389110330305,0.9262990992540686
pythia,8,normal,waitingtogo,23.98158106879911,4.406552454977157,0.9338435770818516
pythia,8,normal,whenmothersbullyback,24.240838552476998,3.6463567860785027,0.9450060007424173
pythia,8,normal,wildwomenanddancingqueens,23.884351048908883,3.6512329848167395,0.9779489104555351
pythia,8,ctx1,adollshouse,23.933890177776163,1.7269881176680897,0.9788096632929333
pythia,8,ctx1,adventuresinsayingyes,24.305201043755968,2.467345075931632,0.9386855188283426
pythia,8,ctx1,afatherscover,24.20319016478763,2.092623340714363,0.9630220966349344
pythia,8,ctx1,againstthewind,24.145456241360705,1.730190388429824,0.9926360578660044
pythia,8,ctx1,alternateithicatom,24.355002010753125,2.2049679221566394,0.9527810732131494
pythia,8,ctx1,avatar,24.244225308513016,1.8058142890689954,0.9649073559539777
pythia,8,ctx1,backsideofthestorm,24.0231642117613,2.2487880773139155,0.9486963446362899
pythia,8,ctx1,becomingindian,24.19919224073469,2.4446025912203657,0.9390904290464143
pythia,8,ctx1,beneaththemushroomcloud,24.197268339378073,2.40980713492056,0.9453382386691341
pythia,8,ctx1,birthofanation,24.38038354017936,2.2977709198756666,0.9592108510475352
pythia,8,ctx1,bluehope,24.4414957904851,2.2380444263272934,0.9448909986036371
pythia,8,ctx1,breakingupintheageofgoogle,24.093995693009653,2.0834870032572366,0.9413658747362136
pythia,8,ctx1,buck,24.125671103485065,1.8728434429160032,0.9637948182177097
pythia,8,ctx1,catfishingstrangerstofindmyself,24.160803768324577,1.8440547374995184,0.9625727836003932
pythia,8,ctx1,cautioneating,24.14939347826064,1.9362344423278297,0.9681340093464723
pythia,8,ctx1,christmas1940,24.18563248386248,1.887935033980667,0.9738140708530101
pythia,8,ctx1,cocoonoflove,24.33204918220021,2.203069505553044,0.9436595695431625
pythia,8,ctx1,comingofageondeathrow,24.30546075883568,2.167066922956374,0.9493158058255897
pythia,8,ctx1,exorcism,24.10834514893396,2.5185093796260065,0.9343781823060195
pythia,8,ctx1,eyespy,24.034962534143165,2.176878866531952,0.9460099053289182
pythia,8,ctx1,firetestforlove,24.196962422110275,2.2407740211379004,0.9529540622936572
pythia,8,ctx1,food,24.07770857396074,2.175904511678143,0.9474171089427962
pythia,8,ctx1,forgettingfear,24.382670306720968,2.125686933087436,0.9671166777787095
pythia,8,ctx1,fromboyhoodtofatherhood,24.27310771781444,2.936913845803353,0.9320809890712625
pythia,8,ctx1,gangstersandcookies,24.160019227696772,2.6261773354100484,0.9543920275109801
pythia,8,ctx1,goingthelibertyway,24.314698567231673,2.6836945160138876,0.9354142967313831
pythia,8,ctx1,goldiethegoldfish,24.18027540993288,2.0224007481358863,0.9579771046570447
pythia,8,ctx1,golfclubbing,23.89009007814593,2.3819537668222166,0.9728739135552259
pythia,8,ctx1,gpsformylostidentity,24.187040635019248,2.2594237393789562,0.9488213594045635
pythia,8,ctx1,hangtime,23.975906586316658,2.747813605418708,0.9441951513830468
pythia,8,ctx1,haveyoumethimyet,24.36451085855685,1.798582505043179,0.9543037472938238
pythia,8,ctx1,howtodraw,24.392864452898436,2.261687227371905,0.9475642187830658
pythia,8,ctx1,ifthishaircouldtalk,24.120235919333275,2.3140900298356386,0.9623043924655468
