model,H,condition,story,lag1_cosine_median,lag1_featurewise_corr_mean
rwkv,8,normal,penpal,0.9912545067223351,0.32338734692065757
rwkv,8,normal,quietfire,0.9881518416390432,0.3643512172892363
rwkv,8,normal,reachingoutbetweenthebars,0.9883958261181257,0.26887152431234096
rwkv,8,normal,shoppinginchina,0.9894064245282296,0.272589931967938
rwkv,8,normal,singlewomanseekingmanwich,0.9889059559735516,0.27054846817254546
rwkv,8,normal,sloth,0.9902912775578266,0.32575251493509866
rwkv,8,normal,souls,0.9897702192417601,0.2992567482881579
rwkv,8,normal,stagefright,0.9909462370398243,0.2930981731376918
rwkv,8,normal,stumblinginthedark,0.9906390372794472,0.3250288248811221
rwkv,8,normal,superheroesjustforeachother,0.9878099407491764,0.24603672262734078
rwkv,8,normal,sweetaspie,0.9868594905448711,0.29712525435156517
rwkv,8,normal,swimmingwithastronauts,0.990540730738083,0.2959167380668598
rwkv,8,normal,thatthingonmyarm,0.9893054248851082,0.3495476001071081
rwkv,8,normal,theadvancedbeginner,0.9892863859440255,0.2843024096764347
rwkv,8,normal,theclosetthatateeverything,0.9906774783098939,0.264940224055237
rwkv,8,normal,thecurse,0.9888529612955143,0.29388343455267923
rwkv,8,normal,thefreedomridersandme,0.9897697543451491,0.3380845254315547
rwkv,8,normal,theinterview,0.989360543403511,0.3067301394863898
rwkv,8,normal,thepostmanalwayscalls,0.9891281021871876,0.3096305381294377
rwkv,8,normal,theshower,0.9875979477905189,0.30645182145670313
rwkv,8,normal,thetiniestbouquet,0.988208084426256,0.2811150923687763
rwkv,8,normal,thetriangleshirtwaistconnection,0.9906427854658111,0.31142322309926684
rwkv,8,normal,threemonths,0.98926390542229,0.2797604795603026
rwkv,8,normal,thumbsup,0.9920308500519613,0.3151447123669653
rwkv,8,normal,tildeath,0.9914907058482313,0.28063366096287823
rwkv,8,normal,treasureisland,0.9888746801378774,0.3050427646130258
rwkv,8,normal,undertheinfluence,0.9897432511061666,0.3092033650255943
rwkv,8,normal,vixenandtheussr,0.9899510862219132,0.31933742662019654
rwkv,8,normal,waitingtogo,0.9889963355429927,0.29504051322256114
rwkv,8,normal,whenmothersbullyback,0.9893492144706408,0.286052228451999
rwkv,8,normal,wildwomenanddancingqueens,0.9909076884892223,0.29876124367578094
rwkv,8,ctx1,adollshouse,0.9954776588488665,0.2414158996803013
rwkv,8,ctx1,adventuresinsayingyes,0.9949480300919642,0.21553709032449783
rwkv,8,ctx1,afatherscover,0.9935773588424922,0.21988438653473188
rwkv,8,ctx1,againstthewind,0.9938953473818493,0.25186418136906497
rwkv,8,ctx1,alternateithicatom,0.9950505079317176,0.23598125228317968
rwkv,8,ctx1,avatar,0.9937609768210365,0.292459421347635
rwkv,8,ctx1,backsideofthestorm,0.9951563323465944,0.2212093187350905
rwkv,8,ctx1,becomingindian,0.9954260819166488,0.20438413974311942
rwkv,8,ctx1,beneaththemushroomcloud,0.9946875442405401,0.2342286186766711
rwkv,8,ctx1,birthofanation,0.9951315699160919,0.23553854336096622
rwkv,8,ctx1,bluehope,0.994527099583356,0.2799967390602607
rwkv,8,ctx1,breakingupintheageofgoogle,0.9953967176701888,0.2446660206411857
rwkv,8,ctx1,buck,0.9944623527339072,0.23909102679276892
rwkv,8,ctx1,catfishingstrangerstofindmyself,0.9937063036498152,0.20620698151130182
rwkv,8,ctx1,cautioneating,0.9945629432332115,0.2755895245586133
rwkv,8,ctx1,christmas1940,0.9942554158394574,0.2514998655005396
rwkv,8,ctx1,cocoonoflove,0.9943397937144014,0.28158071095881376
rwkv,8,ctx1,comingofageondeathrow,0.9950521838997917,0.19334675739989718
rwkv,8,ctx1,exorcism,0.9952934637317453,0.2794778201912198
rwkv,8,ctx1,eyespy,0.9950755296514394,0.2683519015063659
rwkv,8,ctx1,firetestforlove,0.9954664821548799,0.22534675988318806
rwkv,8,ctx1,food,0.9946854486062737,0.26365030542267015
rwkv,8,ctx1,forgettingfear,0.9947942439362905,0.2605371700980288
rwkv,8,ctx1,fromboyhoodtofatherhood,0.9960674359188395,0.22754789269549333
rwkv,8,ctx1,gangstersandcookies,0.9950709058027473,0.26415629704518545
rwkv,8,ctx1,goingthelibertyway,0.9948827690362838,0.2197094682822143
rwkv,8,ctx1,goldiethegoldfish,0.9947222368052423,0.24618954373549118
rwkv,8,ctx1,golfclubbing,0.995212306999733,0.28519145170517474
rwkv,8,ctx1,gpsformylostidentity,0.9942846474173463,0.22366032006178696
rwkv,8,ctx1,hangtime,0.9950554214978171,0.26972229045886625
rwkv,8,ctx1,haveyoumethimyet,0.99507309880997,0.24457615597369065
rwkv,8,ctx1,howtodraw,0.995100822187197,0.26551189019361454
rwkv,8,ctx1,ifthishaircouldtalk,0.9957056722177963,0.23389106424532613
rwkv,8,ctx1,inamoment,0.9938002263867616,0.27433661927621683
rwkv,8,ctx1,itsabox,0.9944779228724581,0.2272459477013872
rwkv,8,ctx1,jugglingandjesus,0.9939480525365437,0.2847793944994655
rwkv,8,ctx1,kiksuya,0.9942165198264035,0.23343840575909844
rwkv,8,ctx1,leavingbaghdad,0.9951129859996477,0.19976052573074002
rwkv,8,ctx1,legacy,0.9937452122073236,0.24176055502277638
rwkv,8,ctx1,life,0.994704106511481,0.25002529923976824
rwkv,8,ctx1,lifeanddeathontheoregontrail,0.9954410442208914,0.25987248559711656
rwkv,8,ctx1,lifereimagined,0.9949885043061866,0.29359878143764767
rwkv,8,ctx1,listo,0.9951943727721996,0.24857149418099475
rwkv,8,ctx1,mayorofthefreaks,0.995716688263417,0.25855474025642133
rwkv,8,ctx1,metsmagic,0.9954302747019541,0.256497578367753
rwkv,8,ctx1,mybackseatviewofagreatromance,0.9940627774813903,0.18348058472664608
rwkv,8,ctx1,myfathershands,0.9945110334714304,0.23052636535254814
rwkv,8,ctx1,myfirstdaywiththeyankees,0.9959667573379991,0.20221287782220898
rwkv,8,ctx1,naked,0.995735744296347,0.23231751857379881
rwkv,8,ctx1,notontheusualtour,0.995098387276415,0.3018173746415347
rwkv,8,ctx1,odetostepfather,0.9952259377661585,0.22892706059354737
rwkv,8,ctx1,onlyonewaytofindout,0.9940642121920951,0.22306054417033624
rwkv,8,ctx1,penpal,0.9950791077557343,0.25675285429487177
rwkv,8,ctx1,quietfire,0.994094062350212,0.31339646717904796
rwkv,8,ctx1,reachingoutbetweenthebars,0.9941943462239637,0.24620947713376198
rwkv,8,ctx1,shoppinginchina,0.9944147942698628,0.2662851467301315
rwkv,8,ctx1,singlewomanseekingmanwich,0.9947010668773336,0.22604425374883277
rwkv,8,ctx1,sloth,0.99471770223535,0.2595310376160125
rwkv,8,ctx1,souls,0.9946299189985517,0.2582462901937959
rwkv,8,ctx1,stagefright,0.9955126898709878,0.24684901707658283
rwkv,8,ctx1,stumblinginthedark,0.9950014418675411,0.2642167482502853
rwkv,8,ctx1,superheroesjustforeachother,0.9939841342317395,0.20991463080377024
rwkv,8,ctx1,sweetaspie,0.9931438616770547,0.2727309719729781
rwkv,8,ctx1,swimmingwithastronauts,0.9949770721665407,0.24975920612608205
rwkv,8,ctx1,thatthingonmyarm,0.9941153260321873,0.27568018507203074
rwkv,8,ctx1,theadvancedbeginner,0.9944420804889114,0.2550816518433255
rwkv,8,ctx1,theclosetthatateeverything,0.9952357718290809,0.22902352544732016
rwkv,8,ctx1,thecurse,0.9942012921645008,0.2627430503779135
rwkv,8,ctx1,thefreedomridersandme,0.9945954865506004,0.29621965804258793
rwkv,8,ctx1,theinterview,0.9947536067346381,0.2889312920790039
rwkv,8,ctx1,thepostmanalwayscalls,0.9943066304134882,0.2597511142839159
rwkv,8,ctx1,theshower,0.9932752109132557,0.26622294373433103
rwkv,8,ctx1,thetiniestbouquet,0.9944032550816191,0.2621170354780889
rwkv,8,ctx1,thetriangleshirtwaistconnection,0.995497052116116,0.2698971279001506
rwkv,8,ctx1,threemonths,0.9948459936121237,0.2300373992681244
rwkv,8,ctx1,thumbsup,0.9959286516392082,0.2495862957195847
rwkv,8,ctx1,tildeath,0.9957786385822003,0.2413198781939736
rwkv,8,ctx1,treasureisland,0.9939420638149411,0.2450927552118202
rwkv,8,ctx1,undertheinfluence,0.994788473917201,0.24686206845600456
rwkv,8,ctx1,vixenandtheussr,0.9946703443995164,0.23792109651220858
rwkv,8,ctx1,waitingtogo,0.9942072844928294,0.24769608348682767
rwkv,8,ctx1,whenmothersbullyback,0.9941536050522136,0.24128657141204338
rwkv,8,ctx1,wildwomenanddancingqueens,0.9949509413296937,0.25828983670849237
rwkv,128,normal,adollshouse,0.991998007521316,0.36576689602474327
rwkv,128,normal,adventuresinsayingyes,0.9905406036221839,0.35965257244276505
rwkv,128,normal,afatherscover,0.987719518391729,0.32129366284620864
rwkv,128,normal,againstthewind,0.9893502137935485,0.37119681412792777
rwkv,128,normal,alternateithicatom,0.9914965543427792,0.40337063931506867
rwkv,128,normal,avatar,0.9895518715057308,0.3803300914275163
rwkv,128,normal,backsideofthestorm,0.9900601966526732,0.3790154882260965
rwkv,128,normal,becomingindian,0.9915801110354603,0.4265459943977663
rwkv,128,normal,beneaththemushroomcloud,0.9900161203222553,0.4036905110105049
rwkv,128,normal,birthofanation,0.9912085686133115,0.4145521247744431
rwkv,128,normal,bluehope,0.9913105621910849,0.414164203757654
rwkv,128,normal,breakingupintheageofgoogle,0.9915023834935415,0.39617744338309685
rwkv,128,normal,buck,0.9897940538789484,0.3647778772064854
rwkv,128,normal,catfishingstrangerstofindmyself,0.988372314123872,0.3113848492562327
rwkv,128,normal,cautioneating,0.9902188304864007,0.442615711171047
rwkv,128,normal,christmas1940,0.9892041524341616,0.3422142059789303
rwkv,128,normal,cocoonoflove,0.990768452616603,0.4332115422679708
rwkv,128,normal,comingofageondeathrow,0.9903279847397513,0.3549170954937324
rwkv,128,normal,exorcism,0.9913430277093674,0.4545434755219275
rwkv,128,normal,eyespy,0.991330628927805,0.42935331867182186
rwkv,128,normal,firetestforlove,0.9917166618225003,0.4014377575287629
rwkv,128,normal,food,0.989727532932887,0.42011833841987944
rwkv,128,normal,forgettingfear,0.991113304144011,0.3678083341640747
rwkv,128,normal,fromboyhoodtofatherhood,0.9932144580929123,0.4369694616853472
rwkv,128,normal,gangstersandcookies,0.9906626010086172,0.4209400755787005
rwkv,128,normal,goingthelibertyway,0.9913496898326759,0.3918585537087697
rwkv,128,normal,goldiethegoldfish,0.9897191708940716,0.37903352978710697
rwkv,128,normal,golfclubbing,0.9908583677548559,0.3788931772926109
rwkv,128,normal,gpsformylostidentity,0.9892520057952681,0.35855385474533663
rwkv,128,normal,hangtime,0.9913176015565407,0.42519797206151955
rwkv,128,normal,haveyoumethimyet,0.9909963039536264,0.3798986309429678
rwkv,128,normal,howtodraw,0.9908109664201445,0.39555264200132373
rwkv,128,normal,ifthishaircouldtalk,0.9926135560143049,0.38657172290749126
rwkv,128,normal,inamoment,0.9878117901963366,0.36823221750099133
rwkv,128,normal,itsabox,0.988270176364682,0.3558130385315839
rwkv,128,normal,jugglingandjesus,0.989853130887285,0.3705630172231502
rwkv,128,normal,kiksuya,0.9891888084913301,0.36227767429302205
rwkv,128,normal,leavingbaghdad,0.990568124146692,0.3830967610999642
rwkv,128,normal,legacy,0.9890628759385558,0.362271377991324
rwkv,128,normal,life,0.9898493576096385,0.3729412184021586
rwkv,128,normal,lifeanddeathontheoregontrail,0.9923245228527064,0.4225689818236413
rwkv,128,normal,lifereimagined,0.9905643055443003,0.4285548625087374
rwkv,128,normal,listo,0.9915809461295483,0.4382697996726126
rwkv,128,normal,mayorofthefreaks,0.9916648664712095,0.43717738372371245
rwkv,128,normal,metsmagic,0.9912100940902855,0.39169275555532185
rwkv,128,normal,mybackseatviewofagreatromance,0.9886671459628269,0.2971994568597885
rwkv,128,normal,myfathershands,0.9904664070326632,0.366657646726357
rwkv,128,normal,myfirstdaywiththeyankees,0.9927480253733489,0.4037524214488207
rwkv,128,normal,naked,0.9919470059177184,0.4044295129359554
rwkv,128,normal,notontheusualtour,0.992183518550037,0.43514422917806445
rwkv,128,normal,odetostepfather,0.9920974912434072,0.3947406560118168
rwkv,128,normal,onlyonewaytofindout,0.9894007547083442,0.3542580778500944
rwkv,128,normal,penpal,0.9915617571785166,0.418304975621615
rwkv,128,normal,quietfire,0.9880978227135323,0.4203790120665129
rwkv,128,normal,reachingoutbetweenthebars,0.9883653030070966,0.3396381632568104
rwkv,128,normal,shoppinginchina,0.9902101528227194,0.3651707145721028
rwkv,128,normal,singlewomanseekingmanwich,0.9892589652641401,0.3315939051885261
rwkv,128,normal,sloth,0.9911127474776156,0.4374680722795236
rwkv,128,normal,souls,0.9903426259871556,0.38761844936603546
rwkv,128,normal,stagefright,0.99194432310587,0.40851484465840676
rwkv,128,normal,stumblinginthedark,0.9913505587757317,0.4379440102749621
rwkv,128,normal,superheroesjustforeachother,0.9883462092732958,0.30688532616903114
rwkv,128,normal,sweetaspie,0.9879849418628615,0.356139533177182
rwkv,128,normal,swimmingwithastronauts,0.9912930212504947,0.3979114929344118
rwkv,128,normal,thatthingonmyarm,0.9895492677374768,0.4454173758787441
rwkv,128,normal,theadvancedbeginner,0.98990171467461,0.37982292258521877
rwkv,128,normal,theclosetthatateeverything,0.9912313150379292,0.3681010198969863
rwkv,128,normal,thecurse,0.9896327623124893,0.38052821574260065
rwkv,128,normal,thefreedomridersandme,0.990200579687283,0.4426454861850575
rwkv,128,normal,theinterview,0.9900148041015224,0.38890665187541945
rwkv,128,normal,thepostmanalwayscalls,0.9898387573817657,0.4008045920687843
rwkv,128,normal,theshower,0.9883931410528695,0.35506930087463767
rwkv,128,normal,thetiniestbouquet,0.988529643108394,0.3462959861686916
rwkv,128,normal,thetriangleshirtwaistconnection,0.9919583404154809,0.42397681683259086
rwkv,128,normal,threemonths,0.989569061601036,0.37515160754669735
rwkv,128,normal,thumbsup,0.9932766948342728,0.4394717740431044
rwkv,128,normal,tildeath,0.9921487022700319,0.39733116983912065
rwkv,128,normal,treasureisland,0.989253325218612,0.39756604655538724
rwkv,128,normal,undertheinfluence,0.9903912798200265,0.39707077087323067
rwkv,128,normal,vixenandtheussr,0.9906069944959264,0.41090147058879295
rwkv,128,normal,waitingtogo,0.9891594561063647,0.3639800474968354
rwkv,128,normal,whenmothersbullyback,0.9903844975195425,0.35931696879316993
rwkv,128,normal,wildwomenanddancingqueens,0.9913745995856724,0.39714462237371523
rwkv,128,ctx1,adollshouse,0.997391590435404,0.3801804496070161
rwkv,128,ctx1,adventuresinsayingyes,0.9975958541590206,0.4126783256832152
rwkv,128,ctx1,afatherscover,0.9966717446858455,0.3004242191536049
rwkv,128,ctx1,againstthewind,0.9971422862558038,0.3836721836236929
rwkv,128,ctx1,alternateithicatom,0.9975441481350733,0.4188126430621712
rwkv,128,ctx1,avatar,0.9964898846800581,0.4238025980781492
rwkv,128,ctx1,backsideofthestorm,0.9975338024541558,0.38820748804063415
rwkv,128,ctx1,becomingindian,0.9978807050492773,0.40670139271585387
rwkv,128,ctx1,beneaththemushroomcloud,0.9974205269476604,0.40049774041864333
rwkv,128,ctx1,birthofanation,0.9976624986228675,0.43044588497140657
rwkv,128,ctx1,bluehope,0.9973062932702554,0.445745411645829
rwkv,128,ctx1,breakingupintheageofgoogle,0.9976152476004038,0.44246012701532056
rwkv,128,ctx1,buck,0.9970585313795812,0.3721841094119669
rwkv,128,ctx1,catfishingstrangerstofindmyself,0.9969138824970311,0.31899028235734644
rwkv,128,ctx1,cautioneating,0.9973134209871891,0.4510959833546837
rwkv,128,ctx1,christmas1940,0.996981309883844,0.39538559478657315
rwkv,128,ctx1,cocoonoflove,0.9971648648655965,0.454157393514504
rwkv,128,ctx1,comingofageondeathrow,0.99778683590797,0.36512291792004065
rwkv,128,ctx1,exorcism,0.9978099906555811,0.5073112605906099
rwkv,128,ctx1,eyespy,0.9974740513480552,0.45159938803036964
rwkv,128,ctx1,firetestforlove,0.9978282814552101,0.4319189324352906
rwkv,128,ctx1,food,0.9975288495544224,0.45840856427656673
rwkv,128,ctx1,forgettingfear,0.9974812233428176,0.44697769164589385
rwkv,128,ctx1,fromboyhoodtofatherhood,0.998114318026099,0.4920168567907743
rwkv,128,ctx1,gangstersandcookies,0.9977335828770506,0.48948724078303535
rwkv,128,ctx1,goingthelibertyway,0.9974979417199854,0.4243723003273107
rwkv,128,ctx1,goldiethegoldfish,0.9971376075309891,0.3925583600465714
rwkv,128,ctx1,golfclubbing,0.9973448740528964,0.4595951704764663
rwkv,128,ctx1,gpsformylostidentity,0.9973480866347773,0.39779127681989923
rwkv,128,ctx1,hangtime,0.9972699414551518,0.45071113858669004
rwkv,128,ctx1,haveyoumethimyet,0.9975396075871421,0.42798639139764977
rwkv,128,ctx1,howtodraw,0.9976779286645492,0.46040617668018263
rwkv,128,ctx1,ifthishaircouldtalk,0.9978363543271449,0.440352531043083
rwkv,128,ctx1,inamoment,0.9971821833798907,0.44670302623942737
rwkv,128,ctx1,itsabox,0.9971888437705477,0.3780461185638428
rwkv,128,ctx1,jugglingandjesus,0.9969853710677201,0.418131259565577
rwkv,128,ctx1,kiksuya,0.9972730802980789,0.40427249236237045
rwkv,128,ctx1,leavingbaghdad,0.9975413349297526,0.3633667673950128
rwkv,128,ctx1,legacy,0.9967169139718085,0.37658583017177144
rwkv,128,ctx1,life,0.9970428665189659,0.4006370067147154
rwkv,128,ctx1,lifeanddeathontheoregontrail,0.9976906711153789,0.4725421681954581
rwkv,128,ctx1,lifereimagined,0.997597885161327,0.478114044100779
rwkv,128,ctx1,listo,0.9976543375079826,0.44925430286100765
rwkv,128,ctx1,mayorofthefreaks,0.9979136463063619,0.4688973942005014
rwkv,128,ctx1,metsmagic,0.9977146860307193,0.4566114440955859
rwkv,128,ctx1,mybackseatviewofagreatromance,0.9968938122077222,0.30564282650775554
rwkv,128,ctx1,myfathershands,0.9971157704969742,0.36886968092924194
rwkv,128,ctx1,myfirstdaywiththeyankees,0.9978838480085579,0.422469472355189
rwkv,128,ctx1,naked,0.9978837443900923,0.4376497342766121
rwkv,128,ctx1,notontheusualtour,0.9978068666627573,0.4982835828639646
rwkv,128,ctx1,odetostepfather,0.9973117398181257,0.3914944648391439
rwkv,128,ctx1,onlyonewaytofindout,0.9970625704038338,0.35876955055842186
rwkv,128,ctx1,penpal,0.997585078895894,0.4700766297427476
rwkv,128,ctx1,quietfire,0.9969526738351134,0.516788487840642
rwkv,128,ctx1,reachingoutbetweenthebars,0.997236359704323,0.40804899046277504
rwkv,128,ctx1,shoppinginchina,0.9975009552824533,0.441450412750267
rwkv,128,ctx1,singlewomanseekingmanwich,0.9973925093592714,0.3646040918193962
rwkv,128,ctx1,sloth,0.9973588224345733,0.43866840737911444
rwkv,128,ctx1,souls,0.9973047282789708,0.4470493713412902
rwkv,128,ctx1,stagefright,0.9977222170275106,0.45143974125328706
rwkv,128,ctx1,stumblinginthedark,0.9974350320015581,0.44521466935120985
rwkv,128,ctx1,superheroesjustforeachother,0.996880201012309,0.34160151370769865
rwkv,128,ctx1,sweetaspie,0.996093803685835,0.38890653112177526
rwkv,128,ctx1,swimmingwithastronauts,0.9976084946980466,0.42667968905323583
rwkv,128,ctx1,thatthingonmyarm,0.9970385722724675,0.44378088357437945
rwkv,128,ctx1,theadvancedbeginner,0.9967501042399489,0.41483643815393667
rwkv,128,ctx1,theclosetthatateeverything,0.9976427364030822,0.42405781950617666
rwkv,128,ctx1,thecurse,0.9968878789838687,0.39908930459159153
rwkv,128,ctx1,thefreedomridersandme,0.9971338276821153,0.4874678186904915
rwkv,128,ctx1,theinterview,0.9970534845210923,0.4469392799593202
rwkv,128,ctx1,thepostmanalwayscalls,0.9968405907110924,0.40890580717649555
rwkv,128,ctx1,theshower,0.9962734270636631,0.395190343061891
rwkv,128,ctx1,thetiniestbouquet,0.9968523937917324,0.4007350722509668
rwkv,128,ctx1,thetriangleshirtwaistconnection,0.9976827838950878,0.48584933181350837
rwkv,128,ctx1,threemonths,0.9973427322899948,0.40727743531643607
rwkv,128,ctx1,thumbsup,0.9980217023763895,0.4701421291889282
rwkv,128,ctx1,tildeath,0.9979783454812374,0.470529196093103
rwkv,128,ctx1,treasureisland,0.9968729676200692,0.3829917561192809
rwkv,128,ctx1,undertheinfluence,0.997500374644525,0.4008218421918765
rwkv,128,ctx1,vixenandtheussr,0.9973095606265242,0.4185826374964856
rwkv,128,ctx1,waitingtogo,0.9970808984386473,0.41587802301367605
rwkv,128,ctx1,whenmothersbullyback,0.9972129632020281,0.40419159276814626
rwkv,128,ctx1,wildwomenanddancingqueens,0.9971608944152969,0.43879413447896143
mamba,8,normal,adollshouse,0.9131614549051423,0.23049038281916268
mamba,8,normal,adventuresinsayingyes,0.9007411081733725,0.2307224009686053
mamba,8,normal,afatherscover,0.8668432700242341,0.24027849904812945
mamba,8,normal,againstthewind,0.8819960351134748,0.22838257222875533
mamba,8,normal,alternateithicatom,0.908899065227966,0.25659581115081587
mamba,8,normal,avatar,0.8821905140294037,0.24963667849033844
mamba,8,normal,backsideofthestorm,0.894883494352533,0.2458535336007636
mamba,8,normal,becomingindian,0.9086632259489447,0.2620346271957111
mamba,8,normal,beneaththemushroomcloud,0.8907880253390651,0.271689534051541
mamba,8,normal,birthofanation,0.901941093230941,0.24762388000166044
mamba,8,normal,bluehope,0.890024312232239,0.2572711851412857
mamba,8,normal,breakingupintheageofgoogle,0.9077155491370943,0.24406061845904592
mamba,8,normal,buck,0.8904202081505099,0.23391793223993748
mamba,8,normal,catfishingstrangerstofindmyself,0.8779048275158353,0.2067100292076217
mamba,8,normal,cautioneating,0.8971664103073685,0.2709500202221599
mamba,8,normal,christmas1940,0.8807414221477767,0.22985248944078843
mamba,8,normal,cocoonoflove,0.8969796659784445,0.25960717790712273
mamba,8,normal,comingofageondeathrow,0.9031114343376904,0.230679021309973
mamba,8,normal,exorcism,0.9078574892235266,0.27661672709309704
mamba,8,normal,eyespy,0.9041247422477667,0.27412918001020176
mamba,8,normal,firetestforlove,0.91069935878922,0.24318929359805183
mamba,8,normal,food,0.8984906213171473,0.25557313953464417
mamba,8,normal,forgettingfear,0.8988885750019626,0.2226595438993548
mamba,8,normal,fromboyhoodtofatherhood,0.9202026254773148,0.2334491146557782
mamba,8,normal,gangstersandcookies,0.9015049176191678,0.260819164464221
mamba,8,normal,goingthelibertyway,0.9064537179649859,0.2307156727962197
mamba,8,normal,goldiethegoldfish,0.8900190380067777,0.24375957750623264
mamba,8,normal,golfclubbing,0.9058541417760283,0.2517182665013706
mamba,8,normal,gpsformylostidentity,0.8861245666062199,0.2252916153071236
mamba,8,normal,hangtime,0.9107688393182625,0.26963162010865327
mamba,8,normal,haveyoumethimyet,0.901707151309171,0.24011214709132064
mamba,8,normal,howtodraw,0.9037542396969099,0.2481608875226734
mamba,8,normal,ifthishaircouldtalk,0.9165641974748192,0.23504237335030864
mamba,8,normal,inamoment,0.8821722217753658,0.24111067365955882
mamba,8,normal,itsabox,0.8862086913756066,0.24450229156762893
mamba,8,normal,jugglingandjesus,0.8768645911442001,0.24558092315945498
mamba,8,normal,kiksuya,0.8866432841767089,0.2328160236116862
mamba,8,normal,leavingbaghdad,0.9021758616520351,0.2391693952613294
mamba,8,normal,legacy,0.8850324748149928,0.2519799568063604
mamba,8,normal,life,0.8920162134639524,0.243637207326719
mamba,8,normal,lifeanddeathontheoregontrail,0.9157605526571726,0.26187943387098317
mamba,8,normal,lifereimagined,0.9007985623186219,0.27138158964400677
mamba,8,normal,listo,0.9131771432449505,0.2722466616933234
mamba,8,normal,mayorofthefreaks,0.9157755320039611,0.2735485250724832
mamba,8,normal,metsmagic,0.9047330248328426,0.25636501512871734
mamba,8,normal,mybackseatviewofagreatromance,0.8760508246109937,0.20957603581712927
mamba,8,normal,myfathershands,0.8933280565759392,0.230434220203502
mamba,8,normal,myfirstdaywiththeyankees,0.9216486477776642,0.2358089399628817
mamba,8,normal,naked,0.9169942872431489,0.2449307973059409
mamba,8,normal,notontheusualtour,0.9061005434388759,0.27836649741014957
mamba,8,normal,odetostepfather,0.9179730753680901,0.24576396915351495
mamba,8,normal,onlyonewaytofindout,0.8909631370067375,0.23079705130679873
mamba,8,normal,penpal,0.9073285884892249,0.25379339425932534
mamba,8,normal,quietfire,0.8826019751189675,0.2934215070119754
mamba,8,normal,reachingoutbetweenthebars,0.8843524808489654,0.21885586713763625
mamba,8,normal,shoppinginchina,0.8910412545302188,0.22869115996113312
mamba,8,normal,singlewomanseekingmanwich,0.880547342208768,0.22477298836416235
mamba,8,normal,sloth,0.8985343535388,0.2678912965376816
mamba,8,normal,souls,0.893333445569612,0.2527851286535027
mamba,8,normal,stagefright,0.913251152084848,0.25572879907101526
mamba,8,normal,stumblinginthedark,0.9063865621060287,0.27445771331972507
mamba,8,normal,superheroesjustforeachother,0.8704389590640411,0.21002956790263658
mamba,8,normal,sweetaspie,0.8685688838818839,0.24163948333013394
mamba,8,normal,swimmingwithastronauts,0.9064870897306511,0.2523403195719243
mamba,8,normal,thatthingonmyarm,0.8901480396136745,0.2923488639203216
mamba,8,normal,theadvancedbeginner,0.8928995217081089,0.2396757790523659
mamba,8,normal,theclosetthatateeverything,0.9024958681539325,0.22680209543007188
mamba,8,normal,thecurse,0.8860362408307768,0.2541632047664112
mamba,8,normal,thefreedomridersandme,0.8960116153090395,0.2730008963920178
mamba,8,normal,theinterview,0.9000593227176098,0.24596060478680012
mamba,8,normal,thepostmanalwayscalls,0.8920902301365858,0.2584125754644944
mamba,8,normal,theshower,0.8758452891785811,0.25483648797759223
mamba,8,normal,thetiniestbouquet,0.8831757871421339,0.2290745451260839
mamba,8,normal,thetriangleshirtwaistconnection,0.9099509626838651,0.2536223043819678
mamba,8,normal,threemonths,0.8970618646484076,0.24974279846456823
mamba,8,normal,thumbsup,0.9222737243831718,0.26784506276902986
mamba,8,normal,tildeath,0.9133652422758568,0.23433517621100877
mamba,8,normal,treasureisland,0.883288155144917,0.257115144834122
mamba,8,normal,undertheinfluence,0.8910330624011449,0.27496332045108945
mamba,8,normal,vixenandtheussr,0.8982236868068678,0.26204366958797726
mamba,8,normal,waitingtogo,0.8863589438117303,0.2478057797929858
mamba,8,normal,whenmothersbullyback,0.8865443459880347,0.24176358119876507
mamba,8,normal,wildwomenanddancingqueens,0.9104543691620931,0.2499278036527138
mamba,8,ctx1,adollshouse,0.9489389454557846,0.2059280103705532
mamba,8,ctx1,adventuresinsayingyes,0.9418902395988935,0.18180186653119948
mamba,8,ctx1,afatherscover,0.9188493969247793,0.20074740204622962
mamba,8,ctx1,againstthewind,0.934160537848795,0.20914829812484903
mamba,8,ctx1,alternateithicatom,0.9436091286603536,0.19478432625795863
mamba,8,ctx1,avatar,0.9266895480947588,0.24068004987780287
mamba,8,ctx1,backsideofthestorm,0.9450201929048827,0.19421961837993126
mamba,8,ctx1,becomingindian,0.9484440941098105,0.1878209213246618
mamba,8,ctx1,beneaththemushroomcloud,0.9385619217903234,0.21706818845099696
mamba,8,ctx1,birthofanation,0.9430780120361042,0.21393770975310292
mamba,8,ctx1,bluehope,0.9312175470463935,0.22356292615023712
mamba,8,ctx1,breakingupintheageofgoogle,0.9476711643374656,0.20453471926059938
mamba,8,ctx1,buck,0.9383737779619263,0.20426253438040343
mamba,8,ctx1,catfishingstrangerstofindmyself,0.9177690503340789,0.18828005344717255
mamba,8,ctx1,cautioneating,0.9398205330725022,0.23858975742848257
mamba,8,ctx1,christmas1940,0.9329529119493531,0.20207723669082137
mamba,8,ctx1,cocoonoflove,0.9316962823397001,0.22947902770849601
mamba,8,ctx1,comingofageondeathrow,0.9429041004686514,0.17388869855329658
mamba,8,ctx1,exorcism,0.9470799827698743,0.23993585956971075
mamba,8,ctx1,eyespy,0.9449002941578512,0.23438733985001206
